11	5.0 3.0 4.0 2.0 3.0 5.0 5.0 3.0 3.0 4.0 3.0 4.0 4.0 5.0 5.0 3.0 2.0 3.0 4.0 3.0 5.0 3.0 4.0 4.0 3.0 4.0 5.0 4.0 5.0 4.0 4.0 4.0 4.0 3.0 5.0 4.0 4.0 3.0 3.0 1.0 5.0 3.0 4.0 4.0 3.0 5.0 4.0 4.0 4.0 4.0 3.0 3.0 5.0 4.0 5.0 5.0 4.0 2.0 4.0 4.0 4.0 2.0 3.0 5.0 
12	4.0 5.0 5.0 5.0 4.5 3.0 3.5 3.5 4.0 5.0 4.5 3.5 5.0 3.0 5.0 3.5 5.0 3.5 3.0 5.0 5.0 5.0 4.0 5.0 5.0 4.5 4.5 4.0 5.0 5.0 5.0 5.0 
13	5.0 1.0 3.0 3.0 5.0 4.0 3.0 4.0 4.0 3.0 3.0 2.0 5.0 4.0 2.0 3.0 5.0 4.0 3.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 5.0 5.0 4.0 
14	3.0 3.0 1.0 4.0 4.0 3.0 5.0 5.0 3.0 5.0 4.0 2.0 3.0 3.0 5.0 5.0 4.0 3.0 3.0 5.0 4.0 2.0 3.0 4.0 1.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0 3.0 3.0 3.0 5.0 3.0 3.0 4.0 3.0 3.0 4.0 3.0 4.0 2.0 4.0 3.0 1.0 
15	2.5 1.0 3.5 1.0 1.0 3.0 5.0 3.0 4.0 5.0 1.0 5.0 3.0 5.0 3.0 5.0 2.0 3.5 2.0 4.0 5.0 4.0 5.0 5.0 5.0 4.0 3.5 5.0 3.0 3.0 4.5 2.5 5.0 5.0 4.0 3.5 3.0 1.5 5.0 2.5 4.5 4.0 3.0 4.0 4.5 2.5 5.0 5.0 4.0 5.0 3.5 4.0 5.0 1.5 3.0 4.0 3.0 4.0 3.5 1.5 3.0 4.0 5.0 3.5 3.5 5.0 4.0 3.0 3.5 2.0 5.0 3.0 3.5 3.0 3.5 3.0 2.5 3.5 2.5 5.0 4.5 3.0 4.5 3.0 3.5 2.0 2.0 3.5 3.0 4.0 3.0 3.5 4.0 3.5 4.0 2.5 3.0 3.5 5.0 4.5 3.5 2.0 3.0 2.0 3.0 3.0 4.0 1.0 4.0 3.5 4.5 4.0 2.0 4.0 1.5 4.5 4.5 1.5 2.0 2.0 2.5 2.0 5.0 2.0 2.0 1.0 4.0 4.5 3.0 5.0 3.0 3.5 3.5 5.0 3.5 
16	3.5 4.0 4.5 2.0 3.0 4.0 3.0 4.0 4.0 3.5 4.0 4.5 3.0 4.5 4.0 4.0 4.5 4.0 2.5 3.5 3.5 4.0 3.5 4.0 4.0 4.0 4.0 3.5 2.5 4.0 3.0 4.0 3.5 5.0 3.0 4.0 4.0 4.0 3.5 4.0 3.0 4.5 4.0 4.0 4.0 4.5 4.0 4.0 4.0 4.0 3.0 4.0 3.5 3.5 3.5 4.0 3.5 3.5 1.5 3.0 3.5 3.0 3.5 3.5 3.5 3.5 3.5 4.0 3.5 4.0 3.5 3.5 4.0 4.0 4.0 3.5 3.0 4.5 3.5 4.0 3.5 4.5 4.0 3.5 4.0 3.5 3.5 3.5 3.5 4.0 4.0 4.0 4.5 4.0 4.0 4.5 3.0 4.5 
17	4.5 3.5 4.0 4.5 4.5 4.0 3.5 5.0 3.5 5.0 5.0 5.0 4.5 4.5 3.5 4.5 4.5 4.5 4.5 4.5 4.0 5.0 3.5 4.0 3.5 4.5 4.0 4.0 4.5 4.0 3.5 4.5 5.0 3.5 4.5 5.0 5.0 3.5 5.0 4.5 4.5 4.5 4.5 4.0 5.0 4.0 4.0 4.0 4.0 4.5 4.0 3.0 3.5 4.0 3.0 5.0 4.0 4.0 3.5 4.5 4.0 4.5 4.5 5.0 3.5 4.0 4.0 4.5 4.5 4.5 4.0 3.5 4.0 4.5 3.5 4.5 4.0 4.0 4.5 5.0 4.0 5.0 4.0 4.5 5.0 3.5 5.0 4.5 4.0 4.0 4.5 4.0 4.5 4.0 4.5 3.5 3.5 4.0 4.5 3.5 4.0 4.5 4.0 3.5 4.0 
18	3.5 3.0 4.0 4.5 4.0 2.5 4.0 4.5 5.0 3.5 2.5 4.5 4.0 3.5 4.0 4.0 4.0 3.0 4.0 2.5 4.5 4.0 4.0 4.5 4.0 5.0 4.0 4.0 2.5 4.5 3.0 2.5 3.0 2.5 2.5 2.5 4.0 2.0 3.0 3.5 2.5 3.5 3.5 2.0 4.0 4.5 4.0 4.0 3.5 3.5 4.5 4.0 4.5 3.0 4.5 3.5 3.0 3.0 3.0 4.0 4.5 4.0 2.0 3.5 4.0 4.5 4.0 4.0 4.0 5.0 4.0 3.5 4.0 3.5 4.5 4.0 4.0 4.0 4.5 4.5 4.5 4.0 4.0 5.0 5.0 4.5 4.5 3.5 5.0 4.5 4.5 4.5 4.0 4.5 5.0 4.5 4.5 4.5 4.5 4.0 4.0 4.0 4.5 4.0 4.0 4.0 3.5 4.0 4.0 4.5 3.5 4.0 4.5 3.5 3.0 4.0 2.5 3.5 3.5 3.5 3.0 4.0 3.5 3.5 3.5 3.0 4.0 4.0 4.0 4.5 3.5 3.5 4.0 3.0 3.5 2.5 4.0 4.0 4.0 3.5 3.5 3.5 3.0 4.0 4.0 3.5 4.0 3.0 3.5 4.0 3.5 4.0 4.5 4.0 4.0 3.5 3.0 3.0 4.0 3.0 3.0 3.0 3.5 4.5 4.5 2.5 3.0 3.5 4.5 3.5 4.5 3.0 4.5 4.0 4.5 4.0 4.0 3.0 3.0 4.5 4.0 4.5 4.5 3.5 3.5 2.0 4.0 4.0 4.5 2.5 4.0 4.5 4.5 4.0 4.0 4.0 4.0 4.0 3.0 3.0 3.0 4.0 3.5 4.0 4.0 4.5 4.5 4.5 4.5 4.0 3.5 4.0 4.0 4.0 2.5 4.0 3.0 3.5 4.0 3.5 4.0 3.5 3.5 2.5 3.5 4.0 4.0 4.5 3.0 4.5 4.0 3.5 3.5 4.0 3.0 4.5 3.0 4.5 2.0 3.0 4.0 4.5 3.5 4.0 3.5 0.5 3.0 3.5 4.5 4.5 4.5 3.0 3.0 2.5 3.0 4.0 3.5 3.5 3.5 4.5 4.0 3.5 3.0 3.5 2.5 3.5 4.0 3.5 4.0 3.5 4.0 3.5 4.0 3.5 3.0 3.5 3.5 2.5 4.5 3.5 3.5 4.5 4.0 4.0 2.0 3.5 3.5 3.0 3.5 4.5 3.5 3.5 3.0 4.0 1.5 4.0 4.0 4.0 4.0 4.0 4.0 3.5 4.5 4.5 4.0 4.5 4.0 3.5 4.0 3.5 1.0 3.0 4.0 4.0 4.5 4.5 3.5 3.5 4.0 4.5 3.5 4.5 3.5 3.0 2.5 2.5 3.0 3.0 3.5 4.0 4.5 3.5 4.0 4.5 4.5 4.0 2.5 3.5 4.0 3.5 4.0 4.0 4.0 2.5 4.0 3.5 2.5 3.5 3.0 3.5 3.5 4.5 3.5 3.5 3.5 4.0 4.0 4.5 4.5 3.5 4.0 4.0 3.5 4.0 3.0 4.0 4.0 3.5 3.5 4.5 3.0 4.5 3.5 3.0 4.0 4.5 3.5 3.5 4.5 3.5 4.5 4.5 3.5 4.0 3.0 2.5 4.5 4.0 3.0 4.0 4.5 3.0 3.0 3.5 4.0 3.5 4.0 4.5 3.0 4.5 4.0 3.5 3.5 3.5 4.0 3.0 4.0 3.0 3.0 4.0 4.0 4.0 3.5 4.0 4.0 4.0 3.5 3.5 2.5 4.0 4.0 3.0 4.0 3.5 3.0 4.0 3.5 4.0 4.0 3.5 4.0 3.5 4.0 4.0 3.5 4.0 3.0 3.0 3.5 4.0 3.5 3.0 4.0 3.5 4.0 4.5 3.5 4.0 3.5 3.5 4.5 4.0 4.5 4.5 3.5 4.0 4.5 4.5 3.5 4.0 3.5 4.0 4.0 3.5 4.0 3.5 4.0 3.0 4.0 3.5 3.5 4.5 3.5 3.5 3.5 4.0 4.0 4.5 4.0 3.5 4.0 4.0 4.0 4.5 4.5 4.0 3.5 3.5 3.0 4.0 3.5 3.5 3.0 3.5 4.0 4.0 4.0 3.5 4.5 3.0 4.5 4.5 
19	4.0 3.0 3.0 2.0 2.0 1.0 3.0 2.0 2.0 4.0 4.0 3.0 3.0 1.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0 2.0 3.0 3.0 1.0 2.0 3.0 2.0 3.0 3.0 1.0 2.0 2.0 2.0 2.0 2.0 3.0 2.0 4.0 3.0 3.0 1.0 3.0 4.0 1.0 2.0 2.0 4.0 3.0 2.0 1.0 2.0 2.0 2.0 3.0 2.0 2.0 2.0 3.0 2.0 2.0 2.0 2.0 5.0 2.0 4.0 2.0 3.0 2.0 4.0 3.0 3.0 1.0 2.0 4.0 3.0 2.0 3.0 3.0 2.0 2.0 2.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0 3.0 2.0 2.0 2.0 4.0 3.0 3.0 2.0 3.0 2.0 2.0 2.0 2.0 2.0 3.0 2.0 2.0 3.0 2.0 1.0 3.0 1.0 4.0 2.0 3.0 2.0 5.0 2.0 2.0 3.0 3.0 3.0 5.0 5.0 3.0 2.0 3.0 2.0 2.0 2.0 1.0 3.0 2.0 3.0 2.0 1.0 4.0 3.0 2.0 3.0 2.0 4.0 4.0 3.0 2.0 3.0 2.0 4.0 3.0 1.0 4.0 2.0 2.0 2.0 3.0 1.0 4.0 2.0 2.0 2.0 4.0 1.0 2.0 2.0 4.0 2.0 1.0 2.0 1.0 5.0 5.0 3.0 4.0 3.0 5.0 2.0 3.0 3.0 3.0 4.0 4.0 2.0 2.0 3.0 3.0 3.0 2.0 2.0 2.0 1.0 1.0 3.0 2.0 3.0 2.0 4.0 3.0 4.0 2.0 4.0 3.0 2.0 5.0 3.0 3.0 3.0 4.0 2.0 4.0 4.0 5.0 5.0 3.0 3.0 4.0 3.0 4.0 4.0 3.0 4.0 4.0 3.0 2.0 3.0 4.0 3.0 4.0 4.0 4.0 5.0 5.0 4.0 3.0 2.0 2.0 2.0 3.0 2.0 2.0 3.0 2.0 2.0 2.0 3.0 3.0 1.0 3.0 5.0 1.0 5.0 3.0 4.0 3.0 3.0 2.0 3.0 3.0 3.0 3.0 2.0 3.0 3.0 1.0 3.0 2.0 3.0 3.0 2.0 3.0 3.0 2.0 1.0 2.0 3.0 5.0 2.0 1.0 2.0 2.0 3.0 1.0 1.0 4.0 3.0 4.0 2.0 3.0 3.0 2.0 1.0 2.0 2.0 2.0 2.0 3.0 2.0 4.0 4.0 2.0 2.0 2.0 4.0 5.0 3.0 1.0 2.0 2.0 3.0 3.0 2.0 1.0 3.0 3.0 2.0 3.0 3.0 2.0 3.0 2.0 3.0 2.0 1.0 2.0 1.0 3.0 2.0 3.0 1.0 2.0 3.0 3.0 2.0 2.0 1.0 1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 3.0 3.0 2.0 2.0 3.0 2.0 3.0 3.0 4.0 2.0 3.0 5.0 2.0 3.0 3.0 1.0 2.0 2.0 3.0 3.0 2.0 3.0 3.0 3.0 4.0 2.0 3.0 2.0 3.0 3.0 2.0 1.0 3.0 2.0 2.0 4.0 2.0 4.0 3.0 2.0 3.0 2.0 2.0 3.0 3.0 2.0 2.0 2.0 4.0 3.0 3.0 2.0 4.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0 3.0 2.0 4.0 3.0 4.0 3.0 3.0 2.0 2.0 3.0 3.0 3.0 2.0 2.0 4.0 3.0 4.0 3.0 3.0 3.0 3.0 3.0 2.0 2.0 3.0 3.0 3.0 4.0 2.0 2.0 2.0 3.0 2.0 2.0 3.0 3.0 3.0 2.0 3.0 3.0 2.0 3.0 1.0 2.0 3.0 4.0 2.0 4.0 1.0 2.0 2.0 3.0 3.0 3.0 4.0 3.0 2.0 3.0 3.0 3.0 2.0 4.0 2.0 3.0 2.0 2.0 3.0 2.0 2.0 2.0 1.0 3.0 2.0 3.0 2.0 3.0 3.0 4.0 3.0 2.0 1.0 2.0 2.0 2.0 2.0 3.0 1.0 2.0 4.0 3.0 3.0 2.0 4.0 1.0 3.0 3.0 3.0 3.0 3.0 1.0 1.0 3.0 2.0 3.0 3.0 2.0 2.0 3.0 4.0 1.0 3.0 2.0 2.0 4.0 1.0 2.0 1.0 2.0 5.0 2.0 3.0 1.0 4.0 4.0 2.0 2.0 2.0 3.0 3.0 3.0 2.0 2.0 2.0 3.0 2.0 3.0 4.0 2.0 3.0 3.0 3.0 3.0 2.0 2.0 1.0 2.0 3.0 5.0 4.0 3.0 5.0 5.0 3.0 5.0 2.0 4.0 2.0 3.0 2.0 2.0 3.0 2.0 3.0 4.0 3.0 3.0 3.0 2.0 3.0 4.0 2.0 2.0 5.0 2.0 3.0 2.0 3.0 1.0 2.0 4.0 2.0 2.0 1.0 1.0 4.0 1.0 1.0 2.0 4.0 2.0 3.0 1.0 3.0 3.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 3.0 2.0 2.0 3.0 2.0 2.0 2.0 2.0 2.0 5.0 2.0 2.0 2.0 1.0 3.0 3.0 5.0 2.0 2.0 3.0 2.0 2.0 3.0 4.0 2.0 2.0 3.0 3.0 2.0 2.0 4.0 3.0 5.0 3.0 2.0 2.0 2.0 2.0 2.0 3.0 2.0 2.0 3.0 3.0 3.0 2.0 2.0 2.0 2.0 2.0 3.0 3.0 3.0 2.0 2.0 2.0 3.0 3.0 2.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 2.0 2.0 2.0 2.0 2.0 3.0 2.0 3.0 2.0 2.0 2.0 2.0 4.0 3.0 3.0 4.0 3.0 2.0 2.0 1.0 4.0 3.0 2.0 2.0 3.0 3.0 1.0 2.0 1.0 1.0 
20	3.0 1.0 4.0 4.0 5.0 3.5 3.0 4.5 4.5 3.5 4.0 5.0 4.5 5.0 3.0 5.0 5.0 5.0 4.5 5.0 3.0 5.0 3.5 2.5 4.0 4.0 4.5 5.0 3.5 3.0 4.0 4.0 3.5 3.5 2.0 4.5 5.0 4.5 4.5 3.0 3.0 3.5 4.5 5.0 4.5 5.0 5.0 4.5 3.5 3.0 5.0 4.0 3.0 4.5 4.5 3.0 3.0 2.0 5.0 3.5 5.0 5.0 2.0 4.0 4.0 3.5 2.5 3.5 4.5 4.0 5.0 5.0 4.0 4.5 4.5 3.0 3.0 4.0 3.5 2.5 5.0 4.5 4.0 4.5 4.5 2.0 3.5 5.0 4.0 5.0 2.0 3.5 2.5 5.0 4.5 4.5 1.0 5.0 4.5 4.5 2.5 5.0 4.0 4.0 5.0 5.0 5.0 3.0 5.0 3.5 3.0 3.5 5.0 5.0 5.0 3.5 4.0 4.0 3.5 3.0 3.0 1.0 1.5 5.0 3.0 3.0 4.5 2.5 3.0 2.0 1.0 5.0 3.0 4.5 2.5 3.5 4.0 2.5 4.5 3.5 4.5 3.0 3.5 2.5 3.5 0.5 2.5 3.5 2.0 4.0 4.5 4.0 3.5 3.5 4.0 4.0 5.0 2.5 3.5 4.0 3.5 3.5 0.5 5.0 0.5 3.5 5.0 3.5 4.0 3.5 1.5 0.5 2.0 3.0 3.5 3.5 3.0 2.0 3.5 1.5 3.0 3.0 4.0 3.0 3.5 1.0 3.5 3.5 3.5 0.5 2.5 1.5 3.0 4.0 4.5 3.5 4.0 4.0 5.0 5.0 4.5 4.0 4.0 4.0 3.0 2.0 5.0 3.0 3.5 4.0 0.5 3.0 4.0 4.0 4.0 3.0 0.5 4.5 2.0 1.0 3.0 0.5 0.5 5.0 3.5 3.5 4.0 4.0 4.5 5.0 4.5 5.0 4.0 3.0 2.0 1.5 4.0 4.0 4.0 5.0 3.5 4.0 
